paper_reference,paper_year,power_watts,time_minutes,temperature_celsius,antenna_type_raw,antenna_category,data_source,length_mm,width_mm,diameter_mm,depth_mm,volume_mm3,aspect_ratio,energy_joules,power_time_product,log_power,log_time,log_energy,sqrt_time,effective_diameter_mm,estimated_volume_mm3,sphericity_index,has_temperature,is_simulated
Microwave Ablation with Multiple Simultaneously Powered Small-Gauge Triaxial Antennas: Results from ,2007.0,165.0,10.0,,Triaxial Antenna,Triaxial,Experimental,,,50.6,,,,99000.0,1650.0,5.111987788356544,2.3978952727983707,11.502885230075814,3.1622776601683795,50.6,,,0,0
Microwave Ablation with Multiple Simultaneously Powered Small-Gauge Triaxial Antennas: Results from ,2007.0,165.0,10.0,,Triaxial Antenna,Triaxial,Experimental,,,53.4,,,,99000.0,1650.0,5.111987788356544,2.3978952727983707,11.502885230075814,3.1622776601683795,53.4,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,50.0,10.0,,cooled antenna :ex vivo,Cooled Antenna,Experimental,,26.4,,36.4,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,26.4,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,60.0,10.0,,cooled antenna :ex vivo,Cooled Antenna,Experimental,,28.9,,41.5,,,36000.0,600.0,4.110873864173311,2.3978952727983707,10.491301994830229,3.1622776601683795,28.9,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,70.0,10.0,,cooled antenna :ex vivo,Cooled Antenna,Experimental,,31.5,,45.9,,,42000.0,700.0,4.2626798770413155,2.3978952727983707,10.645448706505872,3.1622776601683795,31.5,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,80.0,10.0,,cooled antenna :ex vivo,Cooled Antenna,Experimental,,32.6,,50.3,,,48000.0,800.0,4.394449154672439,2.3978952727983707,10.778977123006351,3.1622776601683795,32.6,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,50.0,10.0,,cooled antenna :in vivo,Cooled Antenna,Experimental,,23.2,,32.3,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,23.2,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,60.0,10.0,,cooled antenna :in vivo,Cooled Antenna,Experimental,,23.5,,40.2,,,36000.0,600.0,4.110873864173311,2.3978952727983707,10.491301994830229,3.1622776601683795,23.5,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,70.0,10.0,,cooled antenna :in vivo,Cooled Antenna,Experimental,,23.7,,44.2,,,42000.0,700.0,4.2626798770413155,2.3978952727983707,10.645448706505872,3.1622776601683795,23.7,,,0,0
Internally cooled antenna for microwave ablation: Results in ex vivo and in vivo porcine livers(2008,2008.0,80.0,10.0,,cooled antenna :in vivo,Cooled Antenna,Experimental,,23.7,,49.2,,,48000.0,800.0,4.394449154672439,2.3978952727983707,10.778977123006351,3.1622776601683795,23.7,,,0,0
An Optimal Sliding Choke Antenna for Hepatic Microwave Ablation(2009)      Antenna type:Sliding Chok,2009.0,100.0,1.1,,Sliding Choke antenna,Sliding Choke,Experimental,,14.9,,22.5,,,6600.000000000001,110.00000000000001,4.61512051684126,0.7419373447293773,8.79497643168877,1.0488088481701516,14.9,,,0,0
Finite-Element Analysis and In Vitro Experiments of Placement Configurations Using Triple Antennas i,2009.0,50.0,1.0,,Triple antenna : IN VITRO,Multi Slot/Triple,Experimental,,30.1,,39.0,,,3000.0,50.0,3.9318256327243257,0.6931471805599453,8.006700845440367,1.0,30.1,,,0,0
Finite-Element Analysis and In Vitro Experiments of Placement Configurations Using Triple Antennas i,2009.0,50.0,1.0,,Triple antenna : IN VITRO,Multi Slot/Triple,Experimental,,20.1,,18.2,,,3000.0,50.0,3.9318256327243257,0.6931471805599453,8.006700845440367,1.0,20.1,,,0,0
Finite-Element Analysis and In Vitro Experiments of Placement Configurations Using Triple Antennas i,2009.0,50.0,1.0,,Triple antenna : IN VITRO,Multi Slot/Triple,Experimental,,27.4,,29.4,,,3000.0,50.0,3.9318256327243257,0.6931471805599453,8.006700845440367,1.0,27.4,,,0,0
Finite-Element Analysis and In Vitro Experiments of Placement Configurations Using Triple Antennas i,2009.0,50.0,1.0,,Triple antenna : IN VITRO,Multi Slot/Triple,Experimental,,43.7,,79.1,,,3000.0,50.0,3.9318256327243257,0.6931471805599453,8.006700845440367,1.0,43.7,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Tri",2010.0,68.0,2.0,,Triaxial Antenna :IN VIVO,Triaxial,Experimental,,,23.0,,,,8160.0,136.0,4.23410650459726,1.0986122886681098,9.007121989469242,1.4142135623730951,23.0,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Tri",2010.0,68.0,6.0,,Triaxial Antenna :IN VIVO,Triaxial,Experimental,,,60.0,,,,24480.0,408.0,4.23410650459726,1.9459101490553132,10.10565258546514,2.449489742783178,60.0,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Tri",2010.0,68.0,12.0,,Triaxial Antenna :IN VIVO,Triaxial,Experimental,,,80.0,,,,48960.0,816.0,4.23410650459726,2.5649493574615367,10.798779341814225,3.4641016151377544,80.0,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Mon",2010.0,100.0,2.0,,Monopole antenna :IN VIVO,Monopole,Experimental,,,,,33500.0,,12000.0,200.0,4.61512051684126,1.0986122886681098,9.392745258631441,1.4142135623730951,,33500.0,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Mon",2010.0,100.0,4.0,,Monopole antenna :IN VIVO,Monopole,Experimental,,,,,37500.0,,24000.0,400.0,4.61512051684126,1.6094379124341003,10.085850775128717,2.0,,37500.0,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Mon",2010.0,100.0,8.0,,Monopole antenna :IN VIVO,Monopole,Experimental,,,,,92000.0,,48000.0,800.0,4.61512051684126,2.1972245773362196,10.778977123006351,2.8284271247461903,,92000.0,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Coo",2010.0,80.0,10.0,,Cooled coaxial antenna :EX VIVO,Cooled Antenna,Experimental,,,50.3,,,,48000.0,800.0,4.394449154672439,2.3978952727983707,10.778977123006351,3.1622776601683795,50.3,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Coo",2010.0,80.0,10.0,,Cooled coaxial antenna :EX VIVO,Cooled Antenna,Experimental,,,49.2,,,,48000.0,800.0,4.394449154672439,2.3978952727983707,10.778977123006351,3.1622776601683795,49.2,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010) Antenna type :Mul",2010.0,125.0,10.0,,Multiples Antenna : CLINICAL,Other,Experimental,,,30.0,,,,75000.0,1250.0,4.836281906951478,2.3978952727983707,11.225256725762893,3.1622776601683795,30.0,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010)  Antenna type:Lun",2010.0,55.0,10.0,,Lung Antenna: CLINICAL,Other,Experimental,,,34.0,,,,33000.0,550.0,4.02535169073515,2.3978952727983707,10.404293143019792,3.1622776601683795,34.0,,,0,0
"Microwave Tumor Ablation: Mechanism of Action, Clinical Results and Devices (2010) Antenna type:Mult",2010.0,90.0,5.0,,Multiple triaxial antenna : IN VIVO,Triaxial,Experimental,,,65.0,,,,27000.0,450.0,4.51085950651685,1.791759469228055,10.203629181337648,2.23606797749979,65.0,,,0,0
A Novel Multiphysics Optimization-Driven,2016.0,,4.0,130.0,Interstitial linear array of cylindrical,Other,Simulated,,,20.0,,,,,,,1.6094379124341003,,2.0,20.0,,,1,1
Multi-Objective Optimization Design and,2025.0,50.0,6.0,130.0,Partially Water-Cooled coaxial dipole antennas (single objective optimization used),Dipole,Simulated,,,62.48,,,,18000.0,300.0,3.9318256327243257,1.9459101490553132,9.798182590890704,2.449489742783178,62.48,,,1,1
Multi-Objective Optimization Design and,2025.0,50.0,6.0,130.0,Partially Water-Cooled coaxial dipole antennas (multi objective optimization used),Dipole,Simulated,,,58.68,,,,18000.0,300.0,3.9318256327243257,1.9459101490553132,9.798182590890704,2.449489742783178,58.68,,,1,1
Multi-Objective Optimization Design and,2025.0,50.0,6.0,130.0,Fully Water-Cooled coaxial dipole antennas (single objective optimization used),Dipole,Simulated,,,60.58,,,,18000.0,300.0,3.9318256327243257,1.9459101490553132,9.798182590890704,2.449489742783178,60.58,,,1,1
Multi-Objective Optimization Design and,2025.0,50.0,6.0,130.0,Fully Water-Cooled coaxial dipole antennas (multi objective optimization used),Dipole,Simulated,,,59.49,,,,18000.0,300.0,3.9318256327243257,1.9459101490553132,9.798182590890704,2.449489742783178,59.49,,,1,1
Multi-Objective Optimization Design and,2025.0,70.0,6.0,130.0,Partially Water-Cooled coaxial dipole antennas,Dipole,Simulated,,,61.05,,,,25200.0,420.0,4.2626798770413155,1.9459101490553132,10.134638955251866,2.449489742783178,61.05,,,1,1
Multi-Objective Optimization Design and,2025.0,90.0,6.0,130.0,Partially Water-Cooled coaxial dipole antennas,Dipole,Simulated,,,62.64,,,,32400.0,540.0,4.51085950651685,1.9459101490553132,10.385944565501662,2.449489742783178,62.64,,,1,1
Multi-Objective Optimization Design and,2025.0,70.0,6.0,130.0,Fully Water-Cooled coaxial dipole antennas,Dipole,Simulated,,,62.8,,,,25200.0,420.0,4.2626798770413155,1.9459101490553132,10.134638955251866,2.449489742783178,62.8,,,1,1
Multi-Objective Optimization Design and,2025.0,90.0,6.0,130.0,Fully Water-Cooled coaxial dipole antennas,Dipole,Simulated,,,64.81,,,,32400.0,540.0,4.51085950651685,1.9459101490553132,10.385944565501662,2.449489742783178,64.81,,,1,1
Microwave Antenna Design for Cardiovascular,2023.0,40.0,2.0,72.37,MRSA,MRSA,Simulated,9.41,13.38,,,,,4800.0,80.0,3.713572066704308,1.0986122886681098,8.476579508530941,1.4142135623730951,13.38,882.0647620032911,1.0,1,1
Microwave Antenna Design for Cardiovascular,2023.0,40.0,2.0,84.92,Monopole,Monopole,Simulated,11.87,18.28,,,,,4800.0,80.0,3.713572066704308,1.0986122886681098,8.476579508530941,1.4142135623730951,18.28,2076.8337083681736,1.0,1,1
A Flexible Microwave Ablation Antenna for Lung Cancer Treatment -2023,2023.0,10.0,3.5,60.0,Flexible meandered monopole MWA antenna,Monopole,Simulated,20.0,16.0,,,,,2100.0,35.0,2.3978952727983707,1.5040773967762742,7.650168700845001,1.8708286933869707,16.0,2680.82573106329,0.8,1,1
Effect of the antenna slot numbers and position on the performance of microwave ablation -2023,2023.0,10.0,10.0,93.0,Monopole,Monopole,Simulated,51.0,20.0,,,,,6000.0,100.0,2.3978952727983707,2.3978952727983707,8.699681400989514,3.1622776601683795,20.0,10681.415022205296,0.39215686274509803,1,1
Effect of the antenna slot numbers and position on the performance of microwave ablation -2023,2023.0,10.0,10.0,95.0,Single Slot,Single Slot,Simulated,65.0,24.0,,,,,6000.0,100.0,2.3978952727983707,2.3978952727983707,8.699681400989514,3.1622776601683795,24.0,19603.538158400308,0.36923076923076925,1,1
Effect of the antenna slot numbers and position on the performance of microwave ablation -2023,2023.0,10.0,10.0,107.0,Double Slot,Dual Slot,Simulated,67.0,35.0,,,,,6000.0,100.0,2.3978952727983707,2.3978952727983707,8.699681400989514,3.1622776601683795,35.0,42974.369507230374,0.5223880597014925,1,1
Microwave ablation modeling with AMICA antenna: Validation by means a numerical analysis -2023,2023.0,100.0,5.5,95.0,Single-slot coaxial antenna,Single Slot,Simulated,30.0,28.0,,,,,33000.0,550.0,4.61512051684126,1.8718021769015913,10.404293143019792,2.345207879911715,28.0,12315.043202071987,0.9333333333333333,1,1
A Minimally Invasive Microwave Ablation Antenna With Highly Localized Ablation Zone -2022,2022.0,20.0,5.0,60.0,Monopole SICL Antenna,Monopole,Simulated,29.8,24.8,,,,,6000.0,100.0,3.044522437723423,1.791759469228055,8.699681400989514,2.23606797749979,24.8,9596.618890130538,0.8322147651006712,1,1
A Minimally Invasive Microwave Ablation Antenna With Highly Localized Ablation Zone -2022,2022.0,20.0,10.0,60.0,Monopole SICL Antenna,Monopole,Simulated,34.1,31.2,,,,,12000.0,200.0,3.044522437723423,2.3978952727983707,9.392745258631441,3.1622776601683795,31.2,17380.49693123771,0.9149560117302052,1,1
Triple Coaxial-Half-Slot Antenna Scheme With,2021.0,50.0,1.0,60.0,Coaxial Half-Slot antenna (10 mm spacing),Coaxial Half-Slot,Simulated,,,,,18428.0,,3000.0,50.0,3.9318256327243257,0.6931471805599453,8.006700845440367,1.0,,18428.0,,1,1
Triple Coaxial-Half-Slot Antenna Scheme With,2021.0,50.0,10.0,60.0,Coaxial Half-Slot antenna (20 mm spacing),Coaxial Half-Slot,Simulated,,,,,29312.0,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,,29312.0,,1,1
Triple Coaxial-Half-Slot Antenna Scheme With,2021.0,50.0,21.0,60.0,Coaxial Half-Slot antenna (30 mm spacing),Coaxial Half-Slot,Simulated,,,,,63507.0,,63000.0,1050.0,3.9318256327243257,3.091042453358316,11.050905878263567,4.58257569495584,,63507.0,,1,1
Use of microwave ablation for thermal,2020.0,25.0,10.0,100.0,Co-axial slot antenna,Slot Antenna,Simulated,,,,,,,15000.0,250.0,3.258096538021482,2.3978952727983707,9.61587214452889,3.1622776601683795,,,,1,1
Use of microwave ablation for thermal,2020.0,50.0,8.0,110.0,Co-axial slot antenna,Slot Antenna,Simulated,,,,,,,24000.0,400.0,3.9318256327243257,2.1972245773362196,10.085850775128717,2.8284271247461903,,,,1,1
Use of microwave ablation for thermal,2020.0,25.0,12.0,95.0,Co-axial slot antenna,Slot Antenna,Simulated,,,,,,,18000.0,300.0,3.258096538021482,2.5649493574615367,9.798182590890704,3.4641016151377544,,,,1,1
Use of microwave ablation for thermal,2020.0,50.0,10.0,105.0,Co-axial slot antenna,Slot Antenna,Simulated,,,,,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,,,,1,1
Use of microwave ablation for thermal,2020.0,25.0,15.0,90.0,Co-axial slot antenna,Slot Antenna,Simulated,,,,,,,22500.0,375.0,3.258096538021482,2.772588722239781,10.021315031649332,3.872983346207417,,,,1,1
Use of microwave ablation for thermal,2020.0,50.0,12.0,100.0,Co-axial slot antenna,Slot Antenna,Simulated,,,,,,,36000.0,600.0,3.9318256327243257,2.5649493574615367,10.491301994830229,3.4641016151377544,,,,1,1
Toward Flexible Microwave Ablation Antennas,2020.0,40.0,5.0,60.0,Balun-free helical dipole antenna,Helical Dipole,Simulated,38.0,33.0,,,,,12000.0,200.0,3.713572066704308,1.791759469228055,9.392745258631441,2.23606797749979,33.0,21667.564531808803,0.868421052631579,1,1
Optimal Antenna Slot Design for Hepatocellular Carcinoma Microwave Ablation -2020,2020.0,50.0,5.0,50.0,Asymmetrical Co-axial slot antenna,Slot Antenna,Simulated,,,,,1166.0,,15000.0,250.0,3.9318256327243257,1.791759469228055,9.61587214452889,2.23606797749979,,1166.0,,1,1
Dual-slot antennas for microwave tissue heating: Parametric design analysis and experimental validat,2011.0,50.0,10.0,,Dual slot antenna,Dual Slot,Simulated,,,20.1,,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,20.1,,,0,1
Dual-slot antennas for microwave tissue heating: Parametric design analysis and experimental validat,2011.0,50.0,10.0,,Dual slot antenna,Dual Slot,Simulated,,,18.9,,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,18.9,,,0,1
Dual-slot antennas for microwave tissue heating: Parametric design analysis and experimental validat,2011.0,50.0,10.0,,Dual slot antenna,Dual Slot,Simulated,,,20.4,,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,20.4,,,0,1
Dual-slot antennas for microwave tissue heating: Parametric design analysis and experimental validat,2011.0,50.0,10.0,,Dual slot antenna,Dual Slot,Simulated,,,20.8,,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,20.8,,,0,1
Dual-slot antennas for microwave tissue heating: Parametric design analysis and experimental validat,2011.0,50.0,10.0,,Dual slot antenna,Dual Slot,Simulated,,,18.9,,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,18.9,,,0,1
"A Minimally Invasive Antenna for Microwave Ablation Therapies: Design, Performances, and Experimenta",2011.0,40.0,3.33,,Other,Other,Simulated,32.307,,27.69,,,,7991.999999999999,133.2,3.713572066704308,1.4655675420143985,8.98632143762602,1.8248287590894658,27.69,12970.03552087675,0.8570897947813167,0,1
"A Minimally Invasive Antenna for Microwave Ablation Therapies: Design, Performances, and Experimenta",2011.0,40.0,6.67,,Other,Other,Simulated,41.53,,35.38,,,,16008.0,266.8,3.713572066704308,2.0373166153791646,9.680906343078094,2.582634314028992,35.38,27219.253515940196,0.8519142788345775,0,1
"A Minimally Invasive Antenna for Microwave Ablation Therapies: Design, Performances, and Experimenta",2011.0,40.0,10.0,,Other,Other,Simulated,46.15,,41.53,,,,24000.0,400.0,3.713572066704308,2.3978952727983707,10.085850775128717,3.1622776601683795,41.53,41676.78311287781,0.8998916576381366,0,1
"A Minimally Invasive Antenna for Microwave Ablation Therapies: Design, Performances, and Experimenta",2011.0,40.0,13.33,,Other,Other,Simulated,51.53,,46.15,,,,31992.000000000004,533.2,3.713572066704308,2.6623552418400807,10.373272407852593,3.651027252705737,46.15,57464.83651554519,0.8955947991461284,0,1
Heating characteristics of antenna arrays used in microwave ablation: A theoretical parametric study,2013.0,100.0,10.0,,Other,Other,Simulated,18.0,24.0,,,,,60000.0,1000.0,4.61512051684126,2.3978952727983707,11.002116507732017,3.1622776601683795,24.0,5428.672105403162,1.0,0,1
Heating characteristics of antenna arrays used in microwave ablation: A theoretical parametric study,2013.0,100.0,11.0,,Other,Other,Simulated,43.0,54.0,,,,,66000.0,1100.0,4.61512051684126,2.4849066497880004,11.097425172408931,3.3166247903554,54.0,65653.0032747195,1.0,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,0.33,76.0,Other,Other,Simulated,14.5,5.0,,,,,990.0,16.5,3.9318256327243257,0.2851789422336624,6.898714534329988,0.5744562646538028,5.0,189.8045561543833,0.3448275862068966,1,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,0.67,90.0,Other,Other,Simulated,19.0,8.0,,,,,2010.0,33.5,3.9318256327243257,0.5128236264286637,7.606387389772652,0.8185352771872451,8.0,636.6961111275314,0.42105263157894735,1,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,1.0,98.0,Other,Other,Simulated,20.0,10.0,,,,,3000.0,50.0,3.9318256327243257,0.6931471805599453,8.006700845440367,1.0,10.0,1047.1975511965975,0.5,1,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,1.33,,Other,Other,Simulated,20.0,11.0,,,,,3990.0,66.5,3.9318256327243257,0.8458682675776092,8.291797105048733,1.1532562594670797,11.0,1267.1090369478832,0.55,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,1.67,,Other,Other,Simulated,20.5,12.0,,,,,5010.0,83.5,3.9318256327243257,0.9820784724121582,8.519390774959724,1.2922847983320085,12.0,1545.663585566178,0.5853658536585366,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,2.0,106.0,Other,Other,Simulated,21.0,13.0,,,,,6000.0,100.0,3.9318256327243257,1.0986122886681098,8.699681400989514,1.4142135623730951,13.0,1858.2520545983625,0.6190476190476191,1,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,3.0,,Other,Other,Simulated,21.0,13.0,,,,,9000.0,150.0,3.9318256327243257,1.3862943611198906,9.105090961257085,1.7320508075688772,13.0,1858.2520545983625,0.6190476190476191,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,4.0,,Other,Other,Simulated,21.0,13.0,,,,,12000.0,200.0,3.9318256327243257,1.6094379124341003,9.392745258631441,2.0,13.0,1858.2520545983625,0.6190476190476191,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,6.0,,Other,Other,Simulated,21.0,13.0,,,,,18000.0,300.0,3.9318256327243257,1.9459101490553132,9.798182590890704,2.449489742783178,13.0,1858.2520545983625,0.6190476190476191,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,8.0,,Other,Other,Simulated,21.0,13.0,,,,,24000.0,400.0,3.9318256327243257,2.1972245773362196,10.085850775128717,2.8284271247461903,13.0,1858.2520545983625,0.6190476190476191,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,50.0,10.0,,Other,Other,Simulated,21.0,13.0,,,,,30000.0,500.0,3.9318256327243257,2.3978952727983707,10.308985993422082,3.1622776601683795,13.0,1858.2520545983625,0.6190476190476191,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,0.33,,Other,Other,Simulated,20.0,7.0,,,,,1485.0,24.75,4.330733340286331,0.2851789422336624,7.303843225277705,0.5744562646538028,7.0,513.1268000863328,0.35,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,0.67,,Other,Other,Simulated,21.0,11.0,,,,,3015.0,50.25,4.330733340286331,0.5128236264286637,8.011686729127847,0.8185352771872451,11.0,1330.4644887952775,0.5238095238095238,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,1.0,,Other,Other,Simulated,22.0,13.0,,,,,4500.0,75.0,4.330733340286331,0.6931471805599453,8.412054873292933,1.0,13.0,1946.740247674475,0.5909090909090909,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,1.33,,Other,Other,Simulated,22.5,15.0,,,,,5985.0,99.75,4.330733340286331,0.8458682675776092,8.697178688412643,1.1532562594670797,15.0,2650.718801466388,0.6666666666666666,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,1.67,,Other,Other,Simulated,22.5,15.0,,,,,7515.0,125.25,4.330733340286331,0.9820784724121582,8.924789360533357,1.2922847983320085,15.0,2650.718801466388,0.6666666666666666,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,2.0,,Other,Other,Simulated,23.0,16.0,,,,,9000.0,150.0,4.330733340286331,1.0986122886681098,9.105090961257085,1.4142135623730951,16.0,3082.9495907227833,0.6956521739130435,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,3.0,,Other,Other,Simulated,23.0,17.0,,,,,13500.0,225.0,4.330733340286331,1.3862943611198906,9.510519035757246,1.7320508075688772,17.0,3480.361061401892,0.7391304347826086,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,4.0,,Other,Other,Simulated,23.0,17.0,,,,,18000.0,300.0,4.330733340286331,1.6094379124341003,9.798182590890704,2.0,17.0,3480.361061401892,0.7391304347826086,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,6.0,,Other,Other,Simulated,23.5,17.0,,,,,27000.0,450.0,4.330733340286331,1.9459101490553132,10.203629181337648,2.449489742783178,17.0,3556.0210844758462,0.723404255319149,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,8.0,,Other,Other,Simulated,23.5,17.0,,,,,36000.0,600.0,4.330733340286331,2.1972245773362196,10.491301994830229,2.8284271247461903,17.0,3556.0210844758462,0.723404255319149,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,75.0,10.0,,Other,Other,Simulated,23.5,17.0,,,,,45000.0,750.0,4.330733340286331,2.3978952727983707,10.714439990727769,3.1622776601683795,17.0,3556.0210844758462,0.723404255319149,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,0.33,,Other,Other,Simulated,21.0,9.0,,,,,1980.0,33.0,4.61512051684126,0.2851789422336624,7.591357046698551,0.5744562646538028,9.0,890.6415172927063,0.42857142857142855,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,0.67,,Other,Other,Simulated,22.5,14.0,,,,,4020.0,67.0,4.61512051684126,0.5128236264286637,8.299285906897275,0.8185352771872451,14.0,2309.070600388498,0.6222222222222222,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,1.0,,Other,Other,Simulated,23.0,16.0,,,,,6000.0,100.0,4.61512051684126,0.6931471805599453,8.699681400989514,1.0,16.0,3082.9495907227833,0.6956521739130435,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,1.33,,Other,Other,Simulated,23.5,17.0,,,,,7980.0,133.0,4.61512051684126,0.8458682675776092,8.984818995876008,1.1532562594670797,17.0,3556.0210844758462,0.723404255319149,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,1.67,,Other,Other,Simulated,24.0,18.0,,,,,10020.0,167.0,4.61512051684126,0.9820784724121582,9.212438170058329,1.2922847983320085,18.0,4071.5040790523717,0.75,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,2.0,,Other,Other,Simulated,24.5,19.0,,,,,12000.0,200.0,4.61512051684126,1.0986122886681098,9.392745258631441,1.4142135623730951,19.0,4630.969370779154,0.7755102040816326,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,3.0,,Other,Other,Simulated,24.5,20.0,,,,,18000.0,300.0,4.61512051684126,1.3862943611198906,9.798182590890704,1.7320508075688772,20.0,5131.268000863329,0.8163265306122449,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,4.0,,Other,Other,Simulated,24.5,20.0,,,,,24000.0,400.0,4.61512051684126,1.6094379124341003,10.085850775128717,2.0,20.0,5131.268000863329,0.8163265306122449,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,6.0,,Other,Other,Simulated,24.5,20.0,,,,,36000.0,600.0,4.61512051684126,1.9459101490553132,10.491301994830229,2.449489742783178,20.0,5131.268000863329,0.8163265306122449,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,8.0,,Other,Other,Simulated,24.5,20.0,,,,,48000.0,800.0,4.61512051684126,2.1972245773362196,10.778977123006351,2.8284271247461903,20.0,5131.268000863329,0.8163265306122449,0,1
Antenna design and tissue parameters considerations for an improved modelling of microwave ablation ,2013.0,100.0,10.0,,Other,Other,Simulated,24.5,20.0,,,,,60000.0,1000.0,4.61512051684126,2.3978952727983707,11.002116507732017,3.1622776601683795,20.0,5131.268000863329,0.8163265306122449,0,1
Optimization of dual slot antenna using floating metallic sleeve,2014.0,120.0,3.0,,Dual Slot,Dual Slot,Simulated,42.26,16.98,,,,,21600.0,360.0,4.795790545596741,1.3862943611198906,9.980494888896912,1.7320508075688772,16.98,6379.747447829697,0.4017983909133933,0,1
